symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,dividend_yield_pct,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,per,pbr,roe_pct,consensus_rating,forecast_agreement,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,trust_fee_pct,aum,nisa_tsumitate_eligible,nisa_growth_eligible,installment_available,management_style,distribution_policy,yahoo_symbol,yahoo_symbol_note,yahoo_symbol_checked_at,yahoo_symbol_status,sector_gics,industry_gics,subindustry_gics,tse_33_industry,topix_17,smai_theme_tags,theme_confidence,theme_source,market_cap,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,average_volume,asset_class,region_exposure,is_hedged,per_source,per_as_of,per_quality,pbr_source,pbr_as_of,pbr_quality,roe_pct_source,roe_pct_as_of,roe_pct_quality,dividend_yield_pct_source,dividend_yield_pct_as_of,dividend_yield_pct_quality,market_cap_tier_source,market_cap_tier_as_of,market_cap_tier_quality,market_cap_source,market_cap_as_of,market_cap_quality,expense_ratio_pct_source,expense_ratio_pct_as_of,expense_ratio_pct_quality,aum_source,aum_as_of,aum_quality,average_volume_source,average_volume_as_of,average_volume_quality,data_quality_reasons,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source
GM,General Motors ゼネラル モーターズ,us,stock,USD,sbi_securities,tradable,growth,lump_sum,true,true,false,false,automotive,consumer,General Motors ゼネラル モーターズ,dividend,0.75,large,,,standard,"balanced,automotive,consumer",30.38,1.2,4.01,,,OK,HIGH,yahoo,2026-06-01,2026-06-01T14:12:40.885705+09:00,,,false,true,,,,GM,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"automotive,consumer",0.90,rule_backfill_v2_from_smai_theme_tags,72304533504,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,7539825,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,GM,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
HD,Home Depot,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,home depot,dividend,2.16,mega,,,standard,"dividend,consumer",22.52,22.79,12.0,3.1,MEDIUM,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,HD,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,consumer,0.80,rule_backfill_v1,345052217344,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,4684101,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,HD,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
HYG,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF,us,etf,USD,sbi_securities,tradable,none,both,true,true,false,false,bond,index,iシェアーズ iBoxx 米ドル建てハイイールド社債 ETF インターナショナル・インデックス・カンパニー・リミテッドが作成する社債市場インデックスであるiBoxx 米ドル建てリキッド・ハイイールド・インデックスの価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,high_dividend,4.74,,bond,0.49,beginner,"low_cost,bond,high_dividend,index",11.04,0.91,,,,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T14:33:54.938443+09:00,,16106322944,false,false,,,,HYG,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"bond,high_dividend,index",0.90,rule_backfill_v2_from_smai_theme_tags,,confirmed,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,40845451,bond,global,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,fundamental_metrics_not_primary_for_etf,United States,NASDAQ,HYG,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
INTC,Intel,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,technology,technology,intel,none,0,mega,,,standard,"balanced,technology",74.48,5.17,-2.91,3.4,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,INTC,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,technology,0.80,rule_backfill_v1,648202682368,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,134882035,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,INTC,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
KO,Coca-Cola,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,coca cola,dividend,2.56,mega,,,standard,"dividend,lower_risk,consumer",24.85,10.11,43.37,3.1,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,KO,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,consumer,0.80,rule_backfill_v1,349877862400,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,15778930,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,KO,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
MCD,McDonald's,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,mcdonald,dividend,2.61,large,,,standard,"dividend,consumer",23.04,2.2,12.0,3.1,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,MCD,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,consumer,0.80,rule_backfill_v1,189960830976,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,3935959,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,MCD,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
META,Meta Platforms,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,communication,communication,meta facebook,dividend,0.33,mega,,,standard,"growth,communication",22.99,6.59,32.93,4.0,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,META,,2026-06-25T22:54:22.115452+09:00,generated,Communication Services,,,,,communication,0.80,rule_backfill_v1,1389304479744,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,17571888,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,META,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
MRK,Merck,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,healthcare,healthcare,merck,dividend,2.74,mega,,,standard,"dividend,healthcare",33.44,6.39,18.94,3.1,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,MRK,,2026-06-25T22:54:22.115452+09:00,generated,Health Care,,,,,healthcare,0.80,rule_backfill_v1,303393243136,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,10039033,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,MRK,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
MU,Micron Technology,us,stock,USD,sbi_securities,tradable,growth,lump_sum,true,true,false,false,technology,technology,micron memory,dividend,0.05,mega,,,standard,"growth,technology",45.87,15.12,39.82,3.5,HIGH,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,MU,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,technology,0.80,rule_backfill_v1,1286338510848,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,51095566,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,MU,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
NEE,NextEra Energy ネクステラ エナジー,us,stock,USD,sbi_securities,tradable,growth,lump_sum,true,true,false,false,utilities,utilities,NextEra Energy ネクステラ エナジー,dividend,2.66,large,,,standard,"balanced,energy,utilities",22.08,3.29,10.32,,,OK,LOW,yahoo,2026-06-01,2026-06-01T14:19:03.892477+09:00,,,false,true,,,,NEE,,2026-06-25T22:54:22.115452+09:00,generated,Utilities,,,,,"energy,utilities",0.92,rule_sprint_v3_specific_theme_from_official_industry,181697953792,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,10756654,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,NEE,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
NFLX,Netflix,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,communication,communication,netflix,none,0,mega,,,standard,"growth,communication",27.75,11.64,48.49,4.0,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,NFLX,,2026-06-25T22:54:22.115452+09:00,generated,Communication Services,,,,,communication,0.80,rule_backfill_v1,304924983296,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,40710485,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,NFLX,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
ORCL,Oracle,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,technology,technology,oracle,dividend,0.98,mega,,,standard,"balanced,technology",40.46,19.35,57.57,3.4,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,ORCL,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,technology,0.80,rule_backfill_v1,437140258816,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,26911872,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,ORCL,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
PEP,PepsiCo,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,pepsico,high_dividend,3.89,large,,,standard,"dividend,lower_risk,consumer,high_dividend",22.64,9.22,43.88,3.1,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,PEP,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"consumer,high_dividend",0.80,rule_backfill_v1,195445211136,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,7346330,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,PEP,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
PFE,Pfizer,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,healthcare,healthcare,pfizer,high_dividend,6.58,large,,,standard,"dividend,healthcare,high_dividend",19.98,1.66,8.31,3.1,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,PFE,,2026-06-25T22:54:22.115452+09:00,generated,Health Care,,,,,"healthcare,high_dividend",0.80,rule_backfill_v1,137641574400,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,37981525,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,PFE,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
